,ClusterID,AverageTemperature,MaxTemperature,MinTemperature,TotalRainfall,officialnamesuburb,officialnamestate,lattitude,longtitude,clusterid
438,70392,25.312319443835616,44.004498,4.9545,224.99999744,Farrars Creek,Queensland,-25.13766561,141.4269692,70392
439,70397,24.826266410958905,44.823997,4.674,332.00000239,Jundah,Queensland,-25.04837599,143.1736034,70397
440,70404,22.609881597260273,42.310997,4.411,422.9000016,Minnie Downs,Queensland,-25.08557282,145.8510854,70404
441,70405,22.32165433287671,41.3565,3.9565,507.40000134,Macfarlane,Queensland,-24.88867705,146.0086825,70405
442,70406,21.76266378219178,39.8765,3.9265,465.00000038,Tambo,Queensland,-24.90573657,146.3285639,70406
443,70407,20.209673156164385,38.039,2.589,543.90000288,Caldervale,Queensland,-24.92278507,146.8241312,70407
444,70408,19.75828435232877,36.754498,2.9545,523.60000024,Upper Warrego,Queensland,-25.15422159,147.3189663,70408
445,70411,20.810079164383563,39.0215,4.2215,528.50000169,Rewan,Queensland,-24.93628549,148.4243151,70411
446,70412,21.248889109589044,39.692,3.542,545.40000313,Arcadia Valley,Queensland,-25.02983549,148.8140801,70412
447,70413,20.735329964383563,37.511497,5.1615,546.0,Glenhaughton,Queensland,-25.21590964,149.1468602,70413
448,70414,19.690161149315067,37.658497,4.7085,651.10000134,Coorada,Queensland,-24.98097669,149.5249743,70414
449,70415,20.269360219178083,37.474,3.124,584.49999938,Ghinghinda,Queensland,-25.21980707,149.7648147,70415
450,70416,21.896863556164384,38.8695,5.1695,569.09999915,Lonesome Creek,Queensland,-24.90503654,150.116596,70416
451,70417,20.21160878630137,35.2615,5.3615003,613.70000268,Camboon (Qld),Queensland,-25.00485848,150.3721454,70417
452,70418,20.471655693150684,36.526,4.676,581.60000373,Coominglah Forest,Queensland,-24.89753371,150.9721492,70418
453,70419,20.331796671232876,37.046497,2.9965,617.79999833,Mulgildie,Queensland,-24.97289657,151.1373764,70419
454,70420,19.295825657534248,36.1055,4.5555,774.60000227,Boolboonda,Queensland,-25.05734126,151.6847456,70420
455,70421,20.951999410958905,37.8735,8.1235,844.30000323,McIlwraith,Queensland,-25.00147913,151.998011,70421
456,70422,21.111884045205482,36.317497,7.7675004,829.10000629,Ashfield (Qld),Queensland,-24.87274409,152.3961532,70422
457,70423,22.373361978082194,29.55,11.5,584.80000619,Kinkuna,Queensland,-25.02552703,152.4484044,70423
458,71322,25.42584468219178,44.7825,4.0325,166.10000128000001,Gascoyne River,Western Australia,-25.23410953,116.207314,71322
459,71328,24.898326715068496,43.0065,2.7565,185.89999899,Peak Hill (WA),Western Australia,-25.28842431,118.2881392,71328
460,71353,23.607896695890414,43.580498,1.5805,140.99999970000002,Wanarn,Western Australia,-25.28745628,127.5506791,71353
461,71363,22.93497042739726,42.704,1.454,281.7999969,Mutitjulu,Northern Territory,-25.35068167,131.0673682,71363
462,71371,22.865258830136984,43.502,3.102,293.3000012,Ghan,Northern Territory,-25.26294039,133.9376318,71371
463,71373,23.38133278082192,44.4695,3.4695,248.10000134,Finke,Northern Territory,-25.57313301,134.5779797,71373
464,71386,25.013663361643836,44.8215,5.7714996,133.099999,Birdsville,Queensland,-25.40624915,139.1627729,71386
465,71404,22.889496690410958,42.8065,3.8565,380.09999917,Lumeah (Qld),Queensland,-25.28674453,145.6721874,71404
466,71405,22.852493482191782,42.2715,4.4214997,361.09999944,Bayrick,Queensland,-25.40358056,146.0736476,71405
467,71410,19.507139276712326,37.4015,3.6015,498.90000345,Womblebank,Queensland,-25.57046741,147.8108213,71410
468,71411,19.587823183561646,37.198,1.3479999,528.30000377,Mount Howe,Queensland,-25.27925583,148.1945792,71411
469,71414,20.307499257534246,39.421497,2.3715,644.69999738,Broadmere,Queensland,-25.50257868,149.5374407,71414
470,71415,21.288037221917808,40.7785,2.3285,582.69999994,Gwambegwine,Queensland,-25.30647005,149.5508478,71415
471,71416,21.034114105479453,39.9415,1.0914999,582.90000209,Spring Creek (Banana - Qld),Queensland,-25.40222356,150.0308395,71416
472,71417,19.68188884383562,37.3825,3.5825,608.80000237,Cracow,Queensland,-25.319818,150.3010672,71417
473,71418,19.874918198630137,37.6155,4.3155003,627.60000469,Eidsvold West,Queensland,-25.37096325,150.6891499,71418
474,71419,20.699207383561642,38.2385,4.0385,619.60000074,Eidsvold,Queensland,-25.36810889,151.0501811,71419
475,71420,20.878463158904108,38.3865,5.7365,643.80000255,Bon Accord,Queensland,-25.57749756,151.6641452,71420
476,71421,20.92898085753425,37.9045,6.5545,778.70000512,Didcot,Queensland,-25.48025881,151.8802233,71421
477,71422,21.096725779452054,37.147003,6.747,813.10000327,Apple Tree Creek,Queensland,-25.23247969,152.2219215,71422
478,71423,21.053394865753422,35.444,7.9939995,805.70000747,Walkers Point,Queensland,-25.50717815,152.7460887,71423
479,71424,21.835606002739727,31.8435,8.6935,625.80000337,Nikenbah,Queensland,-25.32467426,152.8199975,71424
480,72315,23.080452026027398,43.356,10.106,35.5,Denham,Western Australia,-25.86295906,113.5986183,72315
481,72317,24.16986315890411,46.364998,6.1150002,45.2,Wooramel,Western Australia,-25.61479014,114.4755099,72317
482,72319,25.08569139178082,45.226,4.976,73.8000002,Gilroyd,Western Australia,-25.90627509,115.1830651,72319
483,72354,23.705664949589043,43.4695,1.6695,137.30000005,Mantamaru,Western Australia,-25.85972876,127.675544,72354
484,72405,22.64286070410959,42.505997,3.106,388.49999749,Ward,Queensland,-25.92773504,146.1458866,72405
485,72406,22.38770159041096,41.5845,2.7845001,360.40000169,Augathella,Queensland,-25.80449893,146.5798841,72406
486,72407,22.121328823287673,40.854,2.8040001,387.20000174,Caroline Crossing,Queensland,-25.67056012,146.9854602,72407
487,72409,19.95591819178082,38.171497,1.7715001,467.80000085,Redford,Queensland,-25.93995287,147.4099466,72409
488,72412,20.266863539726028,40.022,1.7720001,534.700002,Simmie,Queensland,-25.73460226,148.6116614,72412
489,72413,19.896304953424657,38.598003,3.398,560.39999959,Pony Hills,Queensland,-25.89009805,148.9523998,72413
490,72414,21.325511694520547,41.9605,2.9605,586.7000012,Eurombah,Queensland,-25.85467825,149.4247012,72414
491,72415,21.255923928767125,41.709,2.559,581.39999951,Taroom,Queensland,-25.67949015,149.868023,72415
492,72416,21.014933547945205,40.0895,3.2394998,623.69999834,Bungaban,Queensland,-25.90295105,150.1961893,72416
493,72417,20.277890783561645,38.367,3.967,600.79999963,Cockatoo (Qld),Queensland,-25.68474302,150.2807931,72417
494,72418,20.65709961917808,39.1665,3.7165,604.30000028,Cheltenham (Qld),Queensland,-25.62431597,150.796314,72418
495,72419,20.391951364383562,37.872498,5.9225,662.89999704,Dykehead,Queensland,-25.6489105,151.060076,72419
496,72420,20.90704768082192,38.194,6.594,628.60000363,Dirnbir,Queensland,-25.60084872,151.5360721,72420
497,72421,20.482885989041097,37.733,4.983,673.80000158,Ginoondan,Queensland,-25.60244174,151.7721409,72421
498,72422,20.833635901369863,37.7,7.15,824.50000102,Aramara,Queensland,-25.60204463,152.3483864,72422
499,72423,20.738871484931508,37.9245,6.5745,870.0999988,Pioneers Rest,Queensland,-25.66537986,152.5677995,72423
500,72424,21.322088416438355,35.530003,6.9300003,932.90000105,Rainbow Beach,Queensland,-25.90296159,153.0754776,72424
501,73318,24.521717053424656,46.6065,5.0065,66.90000009,Woodleigh (WA),Western Australia,-26.17214904,114.8080693,73318
502,73319,24.75097032328767,45.385002,4.185,78.30000044,Yalardy,Western Australia,-26.09402807,115.2586707,73319
503,73351,23.202832026301373,43.396,1.746,122.3000003,Warburton (WA),Western Australia,-26.12942684,126.7113806,73351
504,73357,22.540397116164385,43.038002,1.888,162.99999845,Irrunytju,Western Australia,-26.07204094,128.9220597,73357
505,73358,22.177165640273973,42.0595,2.3595,213.6999988,Pipalyatjara,South Australia,-26.17072329,129.1471027,73358
506,73361,20.40033021589041,40.814,1.364,287.4000011,Kanpi,South Australia,-26.1566533,130.1455683,73361
507,73363,21.083778116438356,40.7875,1.9375,285.89999994,Amata,South Australia,-26.15657834,131.1447367,73363
508,73366,21.413076331232876,41.457497,3.6075,279.30000065,Pukatja,South Australia,-26.28246457,132.1351216,73366
509,73392,25.014750015068497,44.111,6.161,156.59999924,Tanbar,Queensland,-26.15968337,141.4951523,73392
510,73404,22.875787739726025,42.914997,3.365,394.3999995,Langlo,Queensland,-26.03521414,145.7197931,73404
511,73406,22.50102232328767,41.876,2.676,415.50000220000004,Gowrie Station,Queensland,-26.15511282,146.4317284,73406
512,73407,21.298900432876714,39.6895,1.6395,361.30000049,Clara Creek,Queensland,-26.09020846,146.9228278,73407
513,73409,19.470046080821916,37.62,3.12,502.60000219,Tyrconnel,Queensland,-26.26156905,147.5436424,73409
514,73410,20.898939927397258,39.7235,2.0235,473.60000209,Forestvale,Queensland,-25.99755044,147.8868854,73410
515,73412,20.79827187260274,40.1185,2.4685001,436.00000173,Eumamurrin,Queensland,-26.16772642,148.8108833,73412
516,73414,21.169262728767123,41.1565,3.3565,492.69999903999997,Waikola,Queensland,-26.1159027,149.2384683,73414
517,73415,20.88046777260274,41.037502,2.7375002,539.29999907,Woleebee,Queensland,-26.29435359,149.8440543,73415
518,73416,20.9594918,40.3975,3.3475,575.99999898,Roche Creek,Queensland,-26.05769429,150.137355,73416
519,73417,20.076291247945207,37.356,2.7059999,591.29999599,Auburn (Qld),Queensland,-25.99989312,150.5081881,73417
520,73418,19.602612269863013,37.4155,4.6155,671.0000004799999,Kragra,Queensland,-26.12200011,150.7864228,73418
521,73419,19.41377625068493,36.8005,4.8505,682.7000005799999,Cadarga,Queensland,-26.1116606,151.0084578,73419
522,73420,19.95175309589041,37.236,5.0360003,602.70000282,Stalworth,Queensland,-26.11112658,151.588893,73420
523,73421,19.46022774657534,37.0725,4.6725,642.90000242,Keysland,Queensland,-26.21514016,151.7382156,73421
524,73422,19.71304823561644,37.0575,5.1575,822.80000115,Mudlo,Queensland,-25.96299184,152.225268,73422
525,73423,20.115186067123286,37.2505,4.2005,858.99999891,Cedar Pocket,Queensland,-26.210449,152.7887577,73423
526,73424,20.642070261643834,37.775497,5.2755,1011.3000031,Wolvi,Queensland,-26.15028073,152.8253867,73424
527,74316,22.999632502739725,45.302998,5.9529996,39.90000014,Nanga,Western Australia,-26.57607134,113.9488572,74316
528,74325,24.358055275342466,43.1235,3.0735002,174.49999914,East Murchison,Western Australia,-26.3848142,117.1207223,74325
529,74329,23.827181439452055,42.913498,1.4635,207.1000033,Meekatharra,Western Australia,-26.44559471,118.7117534,74329
530,74396,24.34118035068493,44.439003,4.289,157.30000029,Eromanga,Queensland,-26.33240116,143.0024729,74396
531,74403,23.00675596849315,42.513,3.263,293.39999828,Cooladdi,Queensland,-26.65718892,145.5346656,74403
532,74405,22.884217098630135,42.4065,3.3565,426.3000029,Charleville,Queensland,-26.39544685,146.2961268,74405
533,74408,20.94977681369863,38.875,2.2749999,471.60000193,Morven (Qld),Queensland,-26.50998032,147.1060412,74408
534,74410,21.441726339726028,40.614502,2.5644999,435.7999979,Womalilla,Queensland,-26.55356255,147.8080304,74410
535,74411,21.058115484931506,40.1065,2.0565,480.60000095,Mount Bindango,Queensland,-26.50679589,148.4666153,74411
536,74412,21.13412705479452,40.219997,2.0700002,427.20000175,Roma,Queensland,-26.5631412,148.8039693,74412
537,74413,21.189706569863016,40.1055,2.4555001,452.30000015,Blythdale,Queensland,-26.52472544,149.0011633,74413
538,74414,20.8679972,39.7775,2.0275,475.00000024999997,Yuleba North,Queensland,-26.45631679,149.4639102,74414
539,74415,20.64215209589041,39.512497,1.8625001,488.29999968,Bogandilla,Queensland,-26.4844127,149.7748221,74415
540,74416,20.304064583561644,39.877502,3.4775,484.49999928,Drillham,Queensland,-26.63303596,149.9243723,74416
541,74417,20.09397949178082,38.658497,3.2085001,578.50000154,Barakula,Queensland,-26.33655718,150.6023288,74417
542,74418,19.921480865753423,37.667,2.7670002,524.20000457,Red Hill (Western Downs - Qld),Queensland,-26.64399223,150.6450088,74418
543,74419,19.78030616849315,37.763,3.263,638.20000134,Diamondy,Queensland,-26.6442106,151.2853829,74419
544,74420,19.17103588767123,37.3195,4.2695,618.79999891,Wilkesdale,Queensland,-26.35306799,151.657492,74420
545,74421,18.910290375342466,36.6215,4.5715,664.2000007299999,Glan Devon,Queensland,-26.61699877,152.0150957,74421
546,74422,17.474430147945206,34.876,3.526,844.80000423,Wyalla,Queensland,-26.46493727,152.0773101,74422
547,74423,20.216825194520545,38.699,4.9989996,852.60000082,Carters Ridge,Queensland,-26.45246276,152.7719535,74423
548,74424,19.976794483561644,37.2495,4.7995,1024.60000221,Bridges,Queensland,-26.5374337,152.9420151,74424
549,75315,21.44501783287671,43.225002,7.5249996,73.70000029,Tamala,Western Australia,-26.86580427,113.8248644,75315
550,75366,21.77865235068493,44.924,1.924,245.2999981,Kaltjiti,South Australia,-26.77310596,132.0285375,75366
551,75368,21.529113365753425,42.563,1.163,238.30000009,Mimili,South Australia,-27.02631644,132.7053588,75368
552,75369,21.928400893150688,44.4715,2.4715002,262.70000003,Iwantja,South Australia,-26.97000336,133.3051781,75369
553,75372,23.014064821917806,44.8935,1.8435,211.9000004,Tieyon,South Australia,-26.88830203,134.3155365,75372
554,75377,23.63405697671233,45.489002,2.739,179.69999954,Macumba,South Australia,-27.02272453,135.9384301,75377
555,75381,23.48204709452055,45.3605,4.1605,115.4000002,Kalamurina,South Australia,-26.85529799,137.4711965,75381
556,75400,23.902028306849314,43.1895,4.7895,209.00000084,Quilpie,Queensland,-26.87219962,144.2182222,75400
557,75404,22.848484671232878,42.669502,2.9695,321.20000088,Murweh,Queensland,-26.94003815,145.8063141,75404
558,75405,22.85645177260274,42.802,3.252,329.800001,Bakers Bend,Queensland,-26.73025823,146.0999612,75405
559,75406,22.48689133972603,41.601997,3.802,542.09999845,Riversleigh,Queensland,-26.85080962,146.492199,75406
560,75409,21.443464291780824,39.8325,2.3825,421.10000013,Mungallala South,Queensland,-26.76360828,147.4484076,75409
561,75410,21.322875097260273,40.1265,2.2264998,404.10000079,V Gate,Queensland,-26.88468893,147.7998589,75410
562,75411,21.3583895260274,40.421497,2.3215,372.00000265,Eurella,Queensland,-26.69043164,148.1765569,75411
563,75412,21.565308997260274,39.7385,3.3385,356.19999983,Mount Abundance,Queensland,-26.79628958,148.5034093,75412
564,75413,21.145200806849317,39.696,1.946,444.80000154,Oberina,Queensland,-27.01709659,148.8875561,75413
565,75414,21.129146687671234,40.1195,2.6695,450.40000274,Yuleba South,Queensland,-26.72329499,149.3857092,75414
566,75415,20.959694673972603,40.3805,2.3305,450.1000034,Dulacca,Queensland,-26.70293898,149.766692,75415
567,75416,20.686898273972602,40.3455,1.8955001,494.40000155,Drillham South,Queensland,-26.79156673,149.9862615,75416
568,75417,20.64008149041096,40.4735,2.0235,487.90000168,Crossroads,Queensland,-26.88703957,150.4986063,75417
569,75418,20.483469458904107,40.3065,3.0065,497.40000259,Tuckerang,Queensland,-26.79458542,150.9767068,75418
570,75419,20.191953376712327,39.0585,3.1585,555.00000002,Jimbour East,Queensland,-26.93123088,151.286071,75419
571,75420,16.609585793424657,33.1495,1.9495001,620.90000374,Alice Creek,Queensland,-26.75925298,151.6234457,75420
572,75421,17.412534061643836,34.88,3.23,595.6000033400001,Neumgna,Queensland,-26.84985483,151.8654917,75421
573,75422,19.652672756164385,38.566,3.716,710.30000117,Benarkin North,Queensland,-26.85294014,152.1504773,75422
574,75423,18.380387210958904,35.6115,4.5615,869.40000526,Mount Archer (Somerset - Qld),Queensland,-27.00128321,152.6632294,75423
575,75424,20.23401325479452,36.8275,7.9275,1039.50000603,Landsborough (Qld),Queensland,-26.8068323,152.9908043,75424
576,76316,21.27973331506849,45.621002,5.471,97.80000081,Zuytdorp,Western Australia,-27.36517842,114.2239488,76316
577,76323,23.741901702739725,44.608498,3.3585,153.29999975,South Murchison,Western Australia,-27.26375964,116.5051399,76323
578,76326,23.33466445890411,42.663498,1.9634999,185.3999999,Weld Range,Western Australia,-27.06414464,117.5828893,76326
579,76360,21.204653726849315,43.224503,1.9244999,203.7000006,Watarru,South Australia,-27.03047071,129.8994286,76360
580,76364,21.456075074246577,43.836998,-0.813,217.4999992,Anangu Pitjantjatjara Yankunytjatjara,"Northern Territory,South Australia,Western Australia",-27.07835233,131.2060494,76364
581,76370,22.24703385479452,44.684498,2.1345,262.7000005,Marla,South Australia,-27.29973016,133.6224336,76370
582,76386,24.093758580821916,44.7695,3.7195,115.8999997,Mungeranie,South Australia,-27.20806641,139.1053148,76386
583,76389,24.444605947945206,44.664997,3.7150002,58.5,Gidgealpa,South Australia,-27.07713668,140.3479126,76389
584,76393,24.29808698493151,44.4565,4.0565,116.50000125,Durham,Queensland,-27.28110166,141.7743193,76393
585,76405,22.74419610958904,41.7935,2.8935,313.10000184,Wyandra,Queensland,-27.27748629,146.0726258,76405
586,76407,22.442987482191782,41.6045,2.3044999,400.6999977,Boatman,Queensland,-27.11896206,146.8727599,76407
587,76409,22.041215583561645,40.0475,2.4975002,424.99999765,Bargunyah,Queensland,-27.23204545,147.432943,76409
588,76410,21.94886176438356,40.245502,2.0455,356.10000204,Dunkeld (Qld),Queensland,-27.14255137,148.0382001,76410
589,76412,21.41575907671233,40.34,1.64,321.20000189,Ballaroo,Queensland,-27.1543346,148.5593906,76412
590,76413,21.9139944369863,40.304,2.954,386.0000005,Surat,Queensland,-27.15398544,149.0633546,76413
591,76414,21.09657633150685,39.0435,2.4935,384.39999885,Noorindoo,Queensland,-27.08117844,149.2201171,76414
592,76415,21.053899352054795,39.6935,1.6435,416.39999969,Yulabilla,Queensland,-27.02726692,149.7991156,76415
593,76416,20.912403263013697,40.4675,1.9675,499.90000207,Barramornie,Queensland,-27.06978793,150.0948353,76416
594,76417,20.487720684931507,39.9655,2.2154999,492.30000335,Goranba,Queensland,-27.27539048,150.6294875,76417
595,76418,19.811509349315067,38.109497,2.1595001,577.59999722,Weranga,Queensland,-27.26276811,150.753695,76418
596,76419,20.20673556438356,39.9175,2.4675,569.50000413,Dalby,Queensland,-27.15332701,151.2617449,76419
597,76420,19.737129024657534,38.75,2.7,569.80000524,Brymaroo,Queensland,-27.22650041,151.6140081,76420
598,76421,17.825792032876713,34.7365,2.8865,600.29999798,Djuan,Queensland,-27.17979083,151.9110468,76421
599,76422,18.66062665479452,35.8515,5.2015,786.70000586,Eskdale (Qld),Queensland,-27.14345357,152.2141162,76422
600,76423,19.71055090410959,37.5305,4.7305,773.6000014699999,Murrumba,Queensland,-27.20406679,152.4624075,76423
601,76424,20.399365383561644,35.599,5.9490004,806.30000263,Carseldine,Queensland,-27.34624411,153.0159283,76424
602,76425,21.599292252054795,29.75,11.35,766.20000368,Woorim,Queensland,-27.05845469,153.1795142,76425
603,77317,21.43075010958904,44.007,3.2069998,73.59999954,Kalbarri National Park,Western Australia,-27.70510686,114.4213334,77317
604,77319,22.590913123287674,44.4475,2.3475,100.20000108,Coolcalalaya,Western Australia,-27.65085936,115.0662473,77319
605,77320,22.929639501369866,43.6565,3.1065,79.3000009,Nerramyne,Western Australia,-27.72476767,115.4794908,77320
606,77321,23.315137998630135,43.9585,3.3085,172.3000001,Woolgorong,Western Australia,-27.7138624,115.7656979,77321
607,77327,23.5124723939726,43.4935,1.4435,165.00000009,Cue,Western Australia,-27.44846788,117.8876557,77327
608,77334,23.18897367671233,43.446,2.046,120.2,Sir Samuel,Western Australia,-27.49278964,120.4810201,77334
609,77375,22.87454054109589,45.272,2.722,198.70000025,Oodnadatta,South Australia,-27.56388041,135.4447191,77375
610,77390,24.022299227397262,44.3715,2.8715,92.20000114,Innamincka,South Australia,-27.7449812,140.7422435,77390
611,77403,23.042624830136987,41.823997,3.274,234.10000077,Humeburn,Queensland,-27.42773243,145.282153,77403
612,77404,22.78286056027397,41.3935,3.3935,327.70000235,Coongoola,Queensland,-27.68667484,145.8632793,77404
613,77411,21.795583064383564,40.2935,1.9935,306.69999993,Begonia,Queensland,-27.46220856,148.2681619,77411
614,77412,21.808724312328767,40.4305,2.1805,367.6000014,Wycombe,Queensland,-27.50325804,148.6026534,77412
615,77413,21.31141445479452,40.254,1.6539999,389.4000042,Parknook,Queensland,-27.39474896,149.170354,77413
616,77414,21.274155065753423,39.6475,2.1975,415.40000254,Teelba,Queensland,-27.52548959,149.368276,77414
617,77415,21.001359902739726,38.810997,2.261,498.20000099,Coomrith,Queensland,-27.57307267,149.5921314,77415
618,77417,20.41932552328767,39.6065,1.4065,543.30000374,Moonie,Queensland,-27.73054897,150.3609719,77417
619,77418,19.765571805479453,38.746,1.546,538.20000134,Marmadua,Queensland,-27.4616697,150.7151387,77418
620,77419,19.941031915068493,40.0015,2.4015,566.59999795,Nangwee,Queensland,-27.52934874,151.2982335,77419
621,77420,19.284512010958903,37.677998,3.128,618.799999,Linthorpe,Queensland,-27.61234431,151.6653948,77420
622,77421,17.808753475616438,35.950497,2.7505002,684.8000016999999,Newtown (Toowoomba - Qld),Queensland,-27.55599172,151.9325792,77421
623,77422,19.881062894520547,39.108498,3.9085,703.50000132,Fordsdale,Queensland,-27.72496204,152.1057129,77422
624,77423,19.484745983561645,38.5645,2.9145,722.00000393,Minden,Queensland,-27.54844612,152.5467472,77423
625,77424,20.345695605479452,38.569,5.7190003,747.50000112,Brisbane Airport,Queensland,-27.39034724,153.1121715,77424
626,77425,21.281462495890413,34.8085,7.7584996,800.20000193,Dunwich,Queensland,-27.49698448,153.4074766,77425
627,77426,22.041444106849315,28.85,11.8,976.10000498,Point Lookout,Queensland,-27.43096527,153.5291547,77426
628,78317,20.404853568493152,43.3845,3.7345002,94.40000044,West Binnu,Western Australia,-27.97783022,114.4231608,78317
629,78318,20.80980044657534,43.2175,2.7675,94.2000013,Ajana,Western Australia,-27.87722376,114.6907872,78318
630,78327,23.193134583561644,43.3085,2.1085,153.99999889999998,Mount Magnet,Western Australia,-28.06709345,117.8696821,78327
631,78328,23.159497906849317,44.567497,1.8175,144.09999933,Paynesville (WA),Western Australia,-27.99531355,118.3081218,78328
632,78334,22.673885012328768,43.263,1.513,142.30000064,Leinster,Western Australia,-28.08381114,120.6391871,78334
633,78337,22.75265314520548,43.6065,1.6065,194.0000007,Lake Darlot,Western Australia,-27.82997069,121.4590842,78337
634,78338,22.4505432109589,42.658497,2.1585,144.90000048,Bandya,Western Australia,-27.87732789,122.1586854,78338
635,78342,21.85472678630137,43.926003,0.276,160.00000125,Cosmo Newbery,Western Australia,-28.10272472,123.5097174,78342
636,78395,24.05380997260274,44.2305,4.4805,148.29999813999999,Noccundra,Queensland,-27.78514505,142.6101409,78395
637,78399,24.025553491780823,43.3325,4.0325,198.6999993,Thargomindah,Queensland,-28.02981999,143.7900667,78399
638,78401,23.5057962630137,42.5695,4.3694997,161.80000043,Yowah,Queensland,-27.79192389,144.607149,78401
639,78404,22.986505983561642,41.1065,4.0565,256.1000003,Cunnamulla,Queensland,-28.06017126,145.7117117,78404
640,78412,21.90618695890411,40.6325,1.9825001,373.20000009,St George (Qld),Queensland,-27.94758906,148.610091,78412
641,78415,21.3526882630137,39.285,2.5349998,384.4000005,Westmar,Queensland,-27.88851802,149.7570531,78415
642,78416,20.974330169863013,40.113,2.313,458.29999534999996,Southwood,Queensland,-27.84378179,150.0030139,78416
643,78417,20.10372920958904,38.437,1.187,455.99999775,Yagaburne,Queensland,-28.08121762,150.5158055,78417
644,78418,19.78589298,38.567,1.467,477.30000058,Bulli Creek,Queensland,-28.00422796,150.8576974,78418
645,78419,19.096344394520546,38.1855,2.1355,533.70000294,Clontarf (Toowoomba - Qld),Queensland,-27.9717558,151.2279912,78419
646,78420,19.094001142465753,38.2,2.1,553.30000194,Pampas,Queensland,-27.79129209,151.3959865,78420
647,78421,18.618026053972603,37.788498,1.5385001,595.20000254,Berat,Queensland,-28.05136267,152.0659363,78421
648,78422,15.58920340109589,32.857002,1.0569999,839.0999982,Goomburra,Queensland,-27.99655124,152.2106988,78422
649,78423,19.95029426849315,39.6455,3.5455,693.5000051,Frazerview,Queensland,-27.93893232,152.5282229,78423
650,78424,19.768002884931505,38.7775,4.2275,711.90000034,Allenview,Queensland,-27.91383064,152.9151258,78424
651,78425,20.196581772602737,36.686,6.3360004,920.40000103,Lower Beechmont,Queensland,-28.05106013,153.2378006,78425
652,79317,20.22648322191781,42.0615,6.9115,167.2000006,Horrocks,Western Australia,-28.37780638,114.4296164,79317
653,79318,20.16136555342466,42.560997,3.361,141.90000112,Alma (WA),Western Australia,-28.25242056,114.6223848,79318
654,79319,20.475389200547944,42.896,2.7459998,115.70000158,Wandana (WA),Western Australia,-28.17972668,115.2997327,79319
655,79320,21.888024210958903,43.3065,3.4565,110.2000012,Nunierra,Western Australia,-28.16249228,115.6051157,79320
656,79326,22.818184892328766,43.715,2.165,137.10000005,Daggar Hills,Western Australia,-28.11233081,117.5905599,79326
657,79374,22.264088884931507,45.4545,1.7045,215.4000017,Mount Willoughby,South Australia,-28.25871943,134.8663747,79374
658,79392,23.709333024657532,44.3435,4.1935,124.00000084999999,Cameron Corner,Queensland,-28.44286078,141.5669107,79392
659,79402,23.239960032876713,42.75,3.5,223.20000353,Eulo,Queensland,-28.21271854,145.0168169,79402
660,79406,22.71180840684931,42.0065,2.9065,273.0000007,Widgeegoara,Queensland,-28.35843984,146.3145497,79406
661,79408,22.509315780821918,41.176003,2.976,261.10000133,Bollon,Queensland,-28.2861027,147.3243406,79408
662,79413,21.8593016260274,40.813,2.163,420.30000059,Weengallon,Queensland,-28.36027837,149.098815,79413
663,79414,21.371528506849316,40.2415,2.1415,411.99999924,North Bungunya,Queensland,-28.17835638,149.5279567,79414
664,79415,21.537805326027396,39.8805,2.2805,429.6999978,Toobeah,Queensland,-28.41680882,149.8695461,79415
665,79416,21.021528471232877,39.4915,1.2915,394.60000199,Goodar,Queensland,-28.34214656,150.1158593,79416
666,79417,20.71638115342466,39.085003,1.585,402.6999997,Wondalli,Queensland,-28.37510008,150.5923282,79417
667,79418,20.22639899890411,38.726,2.176,482.29999814,Whetstone,Queensland,-28.44432629,150.8432624,79418
668,79419,19.657887955068492,37.9475,1.7975,531.59999958,Oman Ama,Queensland,-28.42700298,151.3382776,79419
669,79420,17.751941493972602,35.736,1.4359999,571.5000050799999,Thane,Queensland,-28.15692135,151.7070415,79420
670,79421,17.932474493150686,35.447998,3.2480001,595.50000138,Silverwood,Queensland,-28.35442322,152.008298,79421
671,79422,17.3075436630137,35.218,1.4679999,533.20000629,Freestone,Queensland,-28.13480526,152.1521504,79422
672,79423,17.446332489041094,41.2695,-0.8305,491.1000012,Brumby Plains,New South Wales,-28.46326966,152.6553726,79423
673,79424,18.617237706849316,36.6675,5.4175,674.80000447,Cougal,New South Wales,-28.35630743,152.981494,79424
674,79425,16.521580149315067,38.614,2.114,1057.39999972,Glengarrie,New South Wales,-28.23200641,153.3994644,79425
675,79426,20.205074016438356,33.4975,7.0474997,925.70000431,Cudgera Creek,New South Wales,-28.38907694,153.5148928,79426
676,80315,20.598567312328765,28.25,14.55,154.09999948,Houtman Abrolhos,Western Australia,-28.53786395,113.7449348,80315
677,80317,20.407848178082194,34.1,11.5,156.20000174,West End (WA),Western Australia,-28.77941151,114.5886484,80317
678,80318,20.492721728767123,44.569,4.919,175.2000007,Howatharra,Western Australia,-28.53678965,114.6444258,80318
679,80319,20.1692028,44.0745,1.9745001,150.70000046,Ambania,Western Australia,-28.68647308,115.1429098,80319
680,80320,21.144192893150684,43.8955,2.6455,131.5000003,Devils Creek,Western Australia,-28.67072609,115.5346762,80320
681,80321,21.150852740821918,42.504498,2.9045,134.60000553999998,Tardun,Western Australia,-28.75155793,115.7834205,80321
682,80340,21.11888198219178,43.141,-0.159,176.70000035,Laverton (WA),Western Australia,-28.70841282,122.5652948,80340
